Date,NIFTY18SEP11300PE O,NIFTY18SEP11300PE H,NIFTY18SEP11300PE L,NIFTY18SEP11300PE C,NIFTY18SEP11300PE V
9/14/2018 3:29:00 PM,34.8,36,34.7,35.55,44925
9/14/2018 3:28:00 PM,34.4,34.8,34.3,34.8,27000
9/14/2018 3:27:00 PM,33.85,34.4,33.85,34.4,31950
9/14/2018 3:26:00 PM,33.7,33.9,33.5,33.85,24225
9/14/2018 3:25:00 PM,33.65,34.15,33.6,33.6,42900
9/14/2018 3:24:00 PM,33.5,34,33.5,33.9,45000
9/14/2018 3:23:00 PM,33.7,33.75,33.35,33.6,22650
9/14/2018 3:22:00 PM,33.4,33.75,33.35,33.7,22575
9/14/2018 3:21:00 PM,33.3,33.5,33.2,33.35,24525
9/14/2018 3:20:00 PM,32.7,33.35,32.7,33.3,27750
9/14/2018 3:19:00 PM,32.65,33.1,32.65,32.75,35775
9/14/2018 3:18:00 PM,33.1,33.3,32.55,32.6,49725
9/14/2018 3:17:00 PM,33.2,33.4,33,33.1,17700
9/14/2018 3:16:00 PM,33.4,33.55,33.15,33.15,30375
9/14/2018 3:15:00 PM,33.45,33.6,33.3,33.4,20625
9/14/2018 3:14:00 PM,33.8,33.85,33.3,33.45,21150
9/14/2018 3:13:00 PM,33.8,33.95,33.55,33.6,17925
9/14/2018 3:12:00 PM,33.55,33.95,33.4,33.95,25500
9/14/2018 3:11:00 PM,33.5,33.8,33.5,33.55,21300
9/14/2018 3:10:00 PM,33.75,33.75,33.15,33.5,38175
9/14/2018 3:09:00 PM,33.15,33.7,33.1,33.7,28950
9/14/2018 3:08:00 PM,33.3,33.3,32.85,33.15,55875
9/14/2018 3:07:00 PM,33.1,33.6,32.95,33.3,55800
9/14/2018 3:06:00 PM,33.35,33.9,33.2,33.2,45600
9/14/2018 3:05:00 PM,33.35,33.85,33.15,33.55,41475
9/14/2018 3:04:00 PM,33.1,33.55,32.95,33.4,71175
9/14/2018 3:03:00 PM,34,34.15,33,33.1,86775
9/14/2018 3:02:00 PM,34.55,34.95,33.75,33.85,48975
9/14/2018 3:01:00 PM,35.75,36.1,34.2,34.6,102300
9/14/2018 3:00:00 PM,37.8,38.3,35.45,35.95,75600
9/14/2018 2:59:00 PM,37.4,37.8,37.25,37.8,18525
9/14/2018 2:58:00 PM,36.65,37.5,36.65,37.4,29400
9/14/2018 2:57:00 PM,37.4,37.45,36.7,36.75,21675
9/14/2018 2:56:00 PM,37.55,37.55,37,37.4,17925
9/14/2018 2:55:00 PM,37.5,38,37.5,37.55,12375
9/14/2018 2:54:00 PM,37.55,37.65,37.25,37.5,4800
9/14/2018 2:53:00 PM,37.5,37.65,37.35,37.55,8625
9/14/2018 2:52:00 PM,37.7,38,37.5,37.55,11250
9/14/2018 2:51:00 PM,37.55,37.75,37.45,37.7,4725
9/14/2018 2:50:00 PM,36.85,37.65,36.8,37.55,13725
9/14/2018 2:49:00 PM,37.3,37.55,36.85,36.9,7725
9/14/2018 2:48:00 PM,37,37.55,36.9,37.3,14175
9/14/2018 2:47:00 PM,37.1,37.5,36.95,37,9075
9/14/2018 2:46:00 PM,37.2,37.55,36.9,37.1,27450
9/14/2018 2:45:00 PM,37.6,37.6,37,37.2,12525
9/14/2018 2:44:00 PM,37.8,37.9,37.45,37.65,13950
9/14/2018 2:43:00 PM,38.15,38.2,37.6,37.8,9525
9/14/2018 2:42:00 PM,38.35,38.35,37.55,38.1,20400
9/14/2018 2:41:00 PM,38.7,38.7,38,38.5,6075
9/14/2018 2:40:00 PM,38.85,39.25,38.7,38.7,13650
9/14/2018 2:39:00 PM,39.35,39.8,38.7,38.9,5700
9/14/2018 2:38:00 PM,39.15,39.75,38.85,39.35,13425
9/14/2018 2:37:00 PM,39.3,39.6,38.65,39.1,15000
9/14/2018 2:36:00 PM,38.2,39.2,38,39.2,11325
9/14/2018 2:35:00 PM,38.65,39,38.2,38.2,6675
9/14/2018 2:34:00 PM,38.95,39.3,38.65,38.65,13500
9/14/2018 2:33:00 PM,38.35,38.95,38.15,38.9,7500
9/14/2018 2:32:00 PM,38.9,38.9,38.15,38.35,8700
9/14/2018 2:31:00 PM,38.95,38.95,38.15,38.6,15750
9/14/2018 2:30:00 PM,39.8,39.9,38.85,38.95,18150
9/14/2018 2:29:00 PM,39.8,39.95,39.1,39.85,20100
9/14/2018 2:28:00 PM,40.35,40.5,39.8,39.8,21075
9/14/2018 2:27:00 PM,39.55,40.35,39.55,40.25,15825
9/14/2018 2:26:00 PM,39.25,39.85,39.1,39.6,13275
9/14/2018 2:25:00 PM,39.6,40.05,39.25,39.25,11850
9/14/2018 2:24:00 PM,39.85,40.5,39.6,39.6,12225
9/14/2018 2:23:00 PM,39.2,40.2,39.2,39.85,25200
9/14/2018 2:22:00 PM,39.05,39.55,39,39.2,12525
9/14/2018 2:21:00 PM,39.1,39.6,39.1,39.35,10125
9/14/2018 2:20:00 PM,39.15,39.2,38.9,39.1,4725
9/14/2018 2:19:00 PM,38.75,39.15,38.25,39.15,12900
9/14/2018 2:18:00 PM,37.9,38.8,37.8,38.55,12900
9/14/2018 2:17:00 PM,38.35,38.35,37.85,37.9,18375
9/14/2018 2:16:00 PM,38.45,38.8,38,38.35,10650
9/14/2018 2:15:00 PM,38.45,38.6,38,38.05,16875
9/14/2018 2:14:00 PM,39.55,39.85,38.4,38.4,15525
9/14/2018 2:13:00 PM,39.35,39.6,38.9,39.55,4425
9/14/2018 2:12:00 PM,39.6,39.6,39.1,39.35,3900
9/14/2018 2:11:00 PM,39.45,39.65,39.05,39.6,13725
9/14/2018 2:10:00 PM,40,40.45,39.55,39.55,14100
9/14/2018 2:09:00 PM,40.25,40.4,40,40,12450
9/14/2018 2:08:00 PM,39.65,40.65,39.5,40.35,18675
9/14/2018 2:07:00 PM,40,40.25,39.2,39.7,11775
9/14/2018 2:06:00 PM,41.1,41.3,39.85,39.85,25950
9/14/2018 2:05:00 PM,40.95,42.2,40.95,41.3,40650
9/14/2018 2:04:00 PM,40.05,41,40.05,40.95,35325
9/14/2018 2:03:00 PM,40.25,40.35,39.8,40.05,11025
9/14/2018 2:02:00 PM,39.9,40.4,39.6,40.25,14400
9/14/2018 2:01:00 PM,40.25,40.45,39.85,39.9,16500
9/14/2018 2:00:00 PM,39.35,40.25,39.2,40.25,14925
9/14/2018 1:59:00 PM,39,39.45,38.75,39.45,7350
9/14/2018 1:58:00 PM,38.55,39,38.35,39,16425
9/14/2018 1:57:00 PM,38.45,38.8,38.15,38.55,12000
9/14/2018 1:56:00 PM,38.75,38.75,38.2,38.45,13950
9/14/2018 1:55:00 PM,38.4,38.85,38.3,38.7,7800
9/14/2018 1:54:00 PM,38.05,38.6,37.65,38.4,31200
9/14/2018 1:53:00 PM,39,39.2,38.05,38.05,19050
9/14/2018 1:52:00 PM,38.1,38.8,37.9,38.75,6975
9/14/2018 1:51:00 PM,38.05,38.75,37.85,38.1,7350
9/14/2018 1:50:00 PM,38.65,38.65,37.75,38.05,9675
9/14/2018 1:49:00 PM,38.55,38.65,37.7,38.65,25050
9/14/2018 1:48:00 PM,38.9,38.95,37.95,38.55,31650
9/14/2018 1:47:00 PM,38.7,39.2,38.45,38.9,7050
9/14/2018 1:46:00 PM,39.2,39.4,38.45,38.7,9000
9/14/2018 1:45:00 PM,38.2,39.2,38.2,39.2,12225
9/14/2018 1:44:00 PM,38.5,38.85,38.2,38.2,27975
9/14/2018 1:43:00 PM,38.5,39,38,38.35,47775
9/14/2018 1:42:00 PM,38.05,38.9,38.05,38.65,23625
9/14/2018 1:41:00 PM,38.15,38.25,37.4,38.25,26925
9/14/2018 1:40:00 PM,37.85,37.95,37.5,37.9,19500
9/14/2018 1:39:00 PM,37.75,38.1,37.4,37.85,9675
9/14/2018 1:38:00 PM,37,38.05,36.85,37.7,30150
9/14/2018 1:37:00 PM,38.1,38.1,36.9,37,16425
9/14/2018 1:36:00 PM,38.7,38.7,37.7,38.1,15900
9/14/2018 1:35:00 PM,38.25,38.7,37.95,38.65,9450
9/14/2018 1:34:00 PM,37.9,38.45,37.6,38.25,14325
9/14/2018 1:33:00 PM,38.95,38.95,37.85,38,11925
9/14/2018 1:32:00 PM,38.65,39.1,38.15,39.05,12300
9/14/2018 1:31:00 PM,38.75,39.3,38.5,38.65,14325
9/14/2018 1:30:00 PM,38.25,38.9,38.05,38.7,18600
9/14/2018 1:29:00 PM,37.85,38.75,37.6,38.25,27975
9/14/2018 1:28:00 PM,37.45,37.8,37,37.75,13275
9/14/2018 1:27:00 PM,37.1,37.65,36.9,37.35,11250
9/14/2018 1:26:00 PM,36.85,37.25,36.3,37.1,34650
9/14/2018 1:25:00 PM,36.65,37.3,36.3,36.85,18900
9/14/2018 1:24:00 PM,36.8,37,36.25,36.8,15975
9/14/2018 1:23:00 PM,36.85,37.3,36.8,36.8,21225
9/14/2018 1:22:00 PM,38,38,36.85,36.85,30825
9/14/2018 1:21:00 PM,37.5,38.2,37.4,38,17325
9/14/2018 1:20:00 PM,36.7,37.7,36.7,37.5,17325
9/14/2018 1:19:00 PM,37.55,37.55,36.75,36.75,34425
9/14/2018 1:18:00 PM,36.9,37.65,36.9,37.55,27375
9/14/2018 1:17:00 PM,36.15,37.15,36,36.9,76725
9/14/2018 1:16:00 PM,37.25,37.3,36.05,36.3,53700
9/14/2018 1:15:00 PM,38.05,38.05,37.15,37.25,75150
9/14/2018 1:14:00 PM,38.35,38.55,37.75,37.95,39750
9/14/2018 1:13:00 PM,38.05,38.35,37.75,38.35,27675
9/14/2018 1:12:00 PM,37.5,38,37.25,37.9,35550
9/14/2018 1:11:00 PM,38.7,38.75,37.25,37.35,72225
9/14/2018 1:10:00 PM,38.25,38.85,37.85,38.75,28350
9/14/2018 1:09:00 PM,38.9,39.2,38.05,38.05,55650
9/14/2018 1:08:00 PM,40,40,38.75,38.85,28275
9/14/2018 1:07:00 PM,39.8,40.1,39.65,40.05,18750
9/14/2018 1:06:00 PM,39.6,40,39.3,39.95,50925
9/14/2018 1:05:00 PM,41,41,38.85,39.55,86325
9/14/2018 1:04:00 PM,42.5,42.5,41.05,41.2,17550
9/14/2018 1:03:00 PM,42.2,42.55,42.1,42.55,9825
9/14/2018 1:02:00 PM,41.9,42.2,40.95,42,38700
9/14/2018 1:01:00 PM,42.6,42.6,41.7,41.9,39900
9/14/2018 1:00:00 PM,43.6,43.6,42.6,42.75,25650
9/14/2018 12:59:00 PM,44.15,44.25,43.6,43.6,12600
9/14/2018 12:58:00 PM,44.6,44.6,44.15,44.15,3300
9/14/2018 12:57:00 PM,44.65,44.75,44.2,44.6,18825
9/14/2018 12:56:00 PM,44.4,44.75,44.35,44.65,16875
9/14/2018 12:55:00 PM,45.2,45.2,44.4,44.4,5550
9/14/2018 12:54:00 PM,44.75,45.15,44.5,45.15,4950
9/14/2018 12:53:00 PM,44.8,45.2,44.5,45,13200
9/14/2018 12:52:00 PM,44.7,44.8,44.25,44.8,9225
9/14/2018 12:51:00 PM,44.05,44.7,43.95,44.7,7200
9/14/2018 12:50:00 PM,44.7,44.7,43.7,44.25,10500
9/14/2018 12:49:00 PM,45,45,44.4,44.6,4875
9/14/2018 12:48:00 PM,43.8,44.95,43.8,44.85,11700
9/14/2018 12:47:00 PM,44.5,44.5,43.5,43.8,14175
9/14/2018 12:46:00 PM,45,45,44.05,44.5,4275
9/14/2018 12:45:00 PM,44.6,45,44.6,45,2775
9/14/2018 12:44:00 PM,44,44.6,44,44.6,5100
9/14/2018 12:43:00 PM,44.3,44.45,44,44,5025
9/14/2018 12:42:00 PM,44.75,45,44.35,44.35,20775
9/14/2018 12:41:00 PM,44.55,44.9,44.5,44.75,12975
9/14/2018 12:40:00 PM,44.2,44.75,44.15,44.55,19425
9/14/2018 12:39:00 PM,44.5,44.5,43.95,44.2,8775
9/14/2018 12:38:00 PM,44.3,44.65,44,44.5,10500
9/14/2018 12:37:00 PM,44.65,44.65,44.05,44.3,3225
9/14/2018 12:36:00 PM,44.6,44.75,44.4,44.65,7425
9/14/2018 12:35:00 PM,44.75,44.75,44.15,44.5,12075
9/14/2018 12:34:00 PM,44.2,44.75,44.15,44.75,12600
9/14/2018 12:33:00 PM,44.7,44.7,44,44.2,6675
9/14/2018 12:32:00 PM,45,45.1,44.7,44.7,6300
9/14/2018 12:31:00 PM,43.9,45.2,43.9,45,15525
9/14/2018 12:30:00 PM,43.8,44.35,43.3,44.35,5175
9/14/2018 12:29:00 PM,44.05,44.05,43.2,43.85,6450
9/14/2018 12:28:00 PM,43.3,44.15,43.05,44.05,6225
9/14/2018 12:27:00 PM,43.85,43.85,43,43.3,17025
9/14/2018 12:26:00 PM,43.9,44.1,43.5,43.9,15150
9/14/2018 12:25:00 PM,44.4,44.45,43.8,43.9,6075
9/14/2018 12:24:00 PM,44.2,44.4,43.9,44.4,7050
9/14/2018 12:23:00 PM,44.4,44.55,44.15,44.2,5625
9/14/2018 12:22:00 PM,44.2,44.7,44.2,44.4,9975
9/14/2018 12:21:00 PM,43.6,44.35,43.5,44.15,10800
9/14/2018 12:20:00 PM,43.75,43.75,43.4,43.6,10425
9/14/2018 12:19:00 PM,44.2,44.2,43.65,43.7,18075
9/14/2018 12:18:00 PM,44.65,45,44.2,44.2,4050
9/14/2018 12:17:00 PM,45.35,45.4,44.65,44.65,7575
9/14/2018 12:16:00 PM,45.5,45.5,45.1,45.2,5175
9/14/2018 12:15:00 PM,45.55,45.65,45.15,45.5,4950
9/14/2018 12:14:00 PM,45.7,46.1,45.45,45.6,6450
9/14/2018 12:13:00 PM,46.6,46.6,45.5,45.7,6675
9/14/2018 12:12:00 PM,46.2,46.8,46,46.6,9000
9/14/2018 12:11:00 PM,46.25,46.3,45.6,46.15,11625
9/14/2018 12:10:00 PM,45.8,46.25,45.65,46.25,8925
9/14/2018 12:09:00 PM,45.65,46.55,45.65,45.95,6225
9/14/2018 12:08:00 PM,45.6,45.9,45.55,45.65,5475
9/14/2018 12:07:00 PM,44.45,45.6,44.45,45.6,12750
9/14/2018 12:06:00 PM,44.7,44.8,44.1,44.5,10650
9/14/2018 12:05:00 PM,45.05,45.05,44.45,44.7,8400
9/14/2018 12:04:00 PM,44.9,45.5,44.8,45.05,17325
9/14/2018 12:03:00 PM,45.45,46.1,44.9,44.9,29025
9/14/2018 12:02:00 PM,46.35,46.5,45.3,45.45,32175
9/14/2018 12:01:00 PM,46.75,46.8,45.8,46.35,11175
9/14/2018 12:00:00 PM,47.15,47.15,45.85,46.65,25650
9/14/2018 11:59:00 AM,47.95,47.95,46.85,47,11925
9/14/2018 11:58:00 AM,47.9,48,47.45,47.95,11250
9/14/2018 11:57:00 AM,47.05,47.9,47.05,47.9,11175
9/14/2018 11:56:00 AM,48.25,48.25,46.6,47.2,21300
9/14/2018 11:55:00 AM,49.25,49.45,48.2,48.25,13950
9/14/2018 11:54:00 AM,49,49.8,49,49.35,31575
9/14/2018 11:53:00 AM,49.15,49.4,48.85,49,9000
9/14/2018 11:52:00 AM,49.1,49.4,49.05,49.15,26850
9/14/2018 11:51:00 AM,47.95,49.2,47.95,49.1,27675
9/14/2018 11:50:00 AM,48.2,48.6,47.95,47.95,18975
9/14/2018 11:49:00 AM,48.35,48.35,47.65,48,17325
9/14/2018 11:48:00 AM,48.95,48.95,48,48.35,24975
9/14/2018 11:47:00 AM,48.2,49.2,48.2,48.95,22875
9/14/2018 11:46:00 AM,48.35,48.85,48,48.2,31050
9/14/2018 11:45:00 AM,47.05,48.6,47.05,48.35,26175
9/14/2018 11:44:00 AM,47.65,47.7,46.9,47.05,12075
9/14/2018 11:43:00 AM,48.45,48.7,47.65,47.65,7650
9/14/2018 11:42:00 AM,48.45,48.45,47.65,48.3,18675
9/14/2018 11:41:00 AM,49.55,49.55,48.45,48.45,24675
9/14/2018 11:40:00 AM,48.4,49.65,48.15,49.4,47550
9/14/2018 11:39:00 AM,47.05,48.4,47.05,48.4,55425
9/14/2018 11:38:00 AM,46.85,47.05,46.65,47.05,18900
9/14/2018 11:37:00 AM,46.6,47.3,46.5,46.8,27975
9/14/2018 11:36:00 AM,46.6,46.65,46.2,46.45,11175
9/14/2018 11:35:00 AM,46.25,46.6,46.05,46.6,16650
9/14/2018 11:34:00 AM,46.5,46.6,46.15,46.25,22125
9/14/2018 11:33:00 AM,46.95,46.95,46.5,46.5,32625
9/14/2018 11:32:00 AM,46.7,47.2,46.45,46.95,22125
9/14/2018 11:31:00 AM,46.6,46.75,46.25,46.65,10950
9/14/2018 11:30:00 AM,45.7,46.6,45.65,46.6,23025
9/14/2018 11:29:00 AM,45.25,45.8,45,45.8,20400
9/14/2018 11:28:00 AM,44.75,45.25,44.75,45.25,5400
9/14/2018 11:27:00 AM,43.95,45.1,43.8,44.75,31650
9/14/2018 11:26:00 AM,43.5,43.95,43.4,43.95,5025
9/14/2018 11:25:00 AM,43.5,43.75,43.25,43.5,8625
9/14/2018 11:24:00 AM,43.55,43.6,43.35,43.5,6675
9/14/2018 11:23:00 AM,43.45,43.85,43.45,43.55,10650
9/14/2018 11:22:00 AM,43.25,43.85,43.25,43.45,10125
9/14/2018 11:21:00 AM,43.5,43.7,43,43.4,12600
9/14/2018 11:20:00 AM,43.05,43.65,43,43.45,8025
9/14/2018 11:19:00 AM,43.45,43.45,42.95,43.05,28500
9/14/2018 11:18:00 AM,43.45,43.5,43.1,43.45,23400
9/14/2018 11:17:00 AM,43.25,43.4,43.15,43.4,8625
9/14/2018 11:16:00 AM,43.2,43.45,43,43.25,12225
9/14/2018 11:15:00 AM,43.75,43.9,43.15,43.2,23625
9/14/2018 11:14:00 AM,43.55,44,43.55,43.75,8550
9/14/2018 11:13:00 AM,42.95,43.75,42.95,43.5,15300
9/14/2018 11:12:00 AM,43.15,43.35,43,43,7200
9/14/2018 11:11:00 AM,43.15,43.2,42.85,43.15,4950
9/14/2018 11:10:00 AM,43.3,43.6,42.85,43.15,14775
9/14/2018 11:09:00 AM,43.55,43.75,43.05,43.3,22800
9/14/2018 11:08:00 AM,43.7,44,43.55,43.55,10125
9/14/2018 11:07:00 AM,43.9,43.9,43.4,43.7,12225
9/14/2018 11:06:00 AM,43.85,44.3,43.55,44,11250
9/14/2018 11:05:00 AM,44,44.3,43.85,43.85,5475
9/14/2018 11:04:00 AM,44.4,44.45,43.8,44,6675
9/14/2018 11:03:00 AM,44.65,44.65,43.9,44.4,15375
9/14/2018 11:02:00 AM,44.55,44.8,44.25,44.65,7350
9/14/2018 11:01:00 AM,44.35,44.7,44.15,44.45,15600
9/14/2018 11:00:00 AM,45.25,45.3,44.35,44.35,12375
9/14/2018 10:59:00 AM,44.2,45.35,44.2,45.25,7650
9/14/2018 10:58:00 AM,44.65,44.85,44.15,44.2,10800
9/14/2018 10:57:00 AM,45.05,45.1,44.55,44.65,11625
9/14/2018 10:56:00 AM,44.75,45.15,44.75,44.9,10650
9/14/2018 10:55:00 AM,44.45,44.8,44.45,44.75,3975
9/14/2018 10:54:00 AM,44.55,44.8,44.45,44.75,11250
9/14/2018 10:53:00 AM,44.1,44.55,43.95,44.55,14700
9/14/2018 10:52:00 AM,44.6,44.7,44,44.1,9225
9/14/2018 10:51:00 AM,44.25,44.8,43.9,44.6,13950
9/14/2018 10:50:00 AM,43.9,44.25,43.75,44.25,10200
9/14/2018 10:49:00 AM,43.8,43.9,43.5,43.9,11025
9/14/2018 10:48:00 AM,43.8,44.05,43.7,43.8,9825
9/14/2018 10:47:00 AM,44.15,44.15,43.7,43.8,10575
9/14/2018 10:46:00 AM,44.15,44.3,43.95,44.15,9900
9/14/2018 10:45:00 AM,43.85,44.25,43.65,44.2,12525
9/14/2018 10:44:00 AM,43.45,43.85,42.85,43.85,26325
9/14/2018 10:43:00 AM,43.8,44.05,43.1,43.45,12900
9/14/2018 10:42:00 AM,43.9,44,43.5,43.8,9450
9/14/2018 10:41:00 AM,44.05,44.3,43.75,43.8,14325
9/14/2018 10:40:00 AM,43.95,44.5,43.95,44.3,14700
9/14/2018 10:39:00 AM,44,44,43.4,43.95,14925
9/14/2018 10:38:00 AM,43.3,44,43.3,44,16575
9/14/2018 10:37:00 AM,43.4,43.7,43.2,43.3,33825
9/14/2018 10:36:00 AM,44,44.05,43.45,43.5,37875
9/14/2018 10:35:00 AM,44.15,44.5,43.7,44,10425
9/14/2018 10:34:00 AM,44,44.25,43.6,44.2,29550
9/14/2018 10:33:00 AM,44.3,44.55,43.25,43.95,29775
9/14/2018 10:32:00 AM,44.6,44.95,43.75,44.3,14475
9/14/2018 10:31:00 AM,44.9,44.9,44.5,44.6,12750
9/14/2018 10:30:00 AM,44.85,45.35,44.7,44.9,16425
9/14/2018 10:29:00 AM,45.25,45.45,44.8,44.85,9450
9/14/2018 10:28:00 AM,45.1,45.45,45.1,45.25,6225
9/14/2018 10:27:00 AM,45.25,45.75,45.1,45.1,6525
9/14/2018 10:26:00 AM,46.7,46.8,45.25,45.25,9825
9/14/2018 10:25:00 AM,46.1,46.75,46.05,46.7,5250
9/14/2018 10:24:00 AM,46.15,46.75,46.1,46.25,3900
9/14/2018 10:23:00 AM,47,47.05,46,46.15,8775
9/14/2018 10:22:00 AM,47,47.4,46.65,47,8850
9/14/2018 10:21:00 AM,46.45,47.2,46.3,47,14625
9/14/2018 10:20:00 AM,46.75,47.4,46.45,46.45,5175
9/14/2018 10:19:00 AM,47.2,47.45,46.25,46.75,9150
9/14/2018 10:18:00 AM,46.3,47.2,46.3,47.2,7500
9/14/2018 10:17:00 AM,46.4,46.55,45.8,46.3,9225
9/14/2018 10:16:00 AM,47.05,47.05,46.2,46.4,14775
9/14/2018 10:15:00 AM,46.3,47.2,46.3,47.05,12225
9/14/2018 10:14:00 AM,46.2,46.7,46.2,46.2,12600
9/14/2018 10:13:00 AM,45.65,46.4,45.65,46.2,12375
9/14/2018 10:12:00 AM,45.9,45.9,45.5,45.65,10425
9/14/2018 10:11:00 AM,45.9,46.35,45.5,45.9,9075
9/14/2018 10:10:00 AM,46.3,46.35,45.75,45.9,20175
9/14/2018 10:09:00 AM,45.65,47,45.65,46.3,26325
9/14/2018 10:08:00 AM,45.5,45.6,44.9,45.55,23400
9/14/2018 10:07:00 AM,45.95,45.95,45.25,45.45,27150
9/14/2018 10:06:00 AM,46.3,46.9,45.95,45.95,22875
9/14/2018 10:05:00 AM,46.3,46.8,46.3,46.35,11550
9/14/2018 10:04:00 AM,46.65,47.3,46.3,46.3,18075
9/14/2018 10:03:00 AM,47.2,47.2,46.4,46.55,23550
9/14/2018 10:02:00 AM,47.4,47.7,47.15,47.2,9450
9/14/2018 10:01:00 AM,47.05,47.65,46.8,47.2,22425
9/14/2018 10:00:00 AM,48,48.2,47,47.05,46575
9/14/2018 9:59:00 AM,48.75,48.9,48,48,26700
9/14/2018 9:58:00 AM,49.7,49.7,48.55,48.75,18300
9/14/2018 9:57:00 AM,50,50.5,49.3,49.7,16500
9/14/2018 9:56:00 AM,49.6,50.75,49.6,50.15,15150
9/14/2018 9:55:00 AM,50.1,50.9,49.8,49.95,24900
9/14/2018 9:54:00 AM,48.7,50.1,48.65,50.1,35025
9/14/2018 9:53:00 AM,49.3,49.3,48.2,48.7,4575
9/14/2018 9:52:00 AM,49.85,49.85,48.15,49.3,15975
9/14/2018 9:51:00 AM,49.4,50,49.15,49.85,18225
9/14/2018 9:50:00 AM,50.2,50.3,48.65,49.1,17175
9/14/2018 9:49:00 AM,49.6,50.2,49,50.2,11175
9/14/2018 9:48:00 AM,50.05,50.1,48.9,49.4,64350
9/14/2018 9:47:00 AM,50.5,51,49.2,50.1,32100
9/14/2018 9:46:00 AM,50.9,51.5,49.8,50.5,35850
9/14/2018 9:45:00 AM,52.7,52.8,50.5,51.05,38925
9/14/2018 9:44:00 AM,52.45,52.85,51.1,52.55,23700
9/14/2018 9:43:00 AM,52.25,53.1,51.6,52.35,55350
9/14/2018 9:42:00 AM,52.7,53.1,51.8,52.2,45450
9/14/2018 9:41:00 AM,52.45,54.3,51.85,52.6,52875
9/14/2018 9:40:00 AM,53.1,53.5,52.15,52.15,51075
9/14/2018 9:39:00 AM,52.7,53.6,52.65,52.75,55500
9/14/2018 9:38:00 AM,50.35,52.8,50.35,52.8,36900
9/14/2018 9:37:00 AM,50.9,51.1,49.8,50.65,34500
9/14/2018 9:36:00 AM,51.15,52.5,50.4,50.9,47025
9/14/2018 9:35:00 AM,50,51.25,49.65,50.65,54225
9/14/2018 9:34:00 AM,50.5,50.65,49.35,49.75,30825
9/14/2018 9:33:00 AM,51.15,51.2,50.15,50.5,29925
9/14/2018 9:32:00 AM,51.2,51.75,50.3,51.15,34650
9/14/2018 9:31:00 AM,50.85,51.75,50.55,51.25,42075
9/14/2018 9:30:00 AM,50.75,50.85,49.25,50.8,62775
9/14/2018 9:29:00 AM,51.5,51.7,50.65,50.75,37275
9/14/2018 9:28:00 AM,51.85,51.95,50.5,51.65,57150
9/14/2018 9:27:00 AM,51.5,52.15,50.65,51.75,48825
9/14/2018 9:26:00 AM,49.8,51.45,49.3,51.45,30825
9/14/2018 9:25:00 AM,50.5,50.6,49.5,49.9,29475
9/14/2018 9:24:00 AM,49.65,51,49.1,50.6,47250
9/14/2018 9:23:00 AM,49.85,50.8,49.45,49.45,52050
9/14/2018 9:22:00 AM,48.75,50,48.05,49.65,48675
9/14/2018 9:21:00 AM,49.75,50.2,48.35,48.6,41925
9/14/2018 9:20:00 AM,50.5,50.6,48.35,49.8,105000
9/14/2018 9:19:00 AM,47.15,50.6,47.15,50.25,117225
9/14/2018 9:18:00 AM,45.75,46.9,45.7,46.9,79050
9/14/2018 9:17:00 AM,45.85,45.85,44.55,45.7,94350
9/14/2018 9:16:00 AM,43.75,46,43.45,46,114000
9/14/2018 9:15:00 AM,53.3,53.3,42.9,43.8,149100
